date,day-stars,total-stars
22-12-2019,27,130366
23-12-2019,43,130409
24-12-2019,41,130450
25-12-2019,44,130494
26-12-2019,41,130535
27-12-2019,42,130577
28-12-2019,34,130611
29-12-2019,30,130641
30-12-2019,45,130686
31-12-2019,30,130716
01-01-2020,23,130739
02-01-2020,35,130774
03-01-2020,50,130824
04-01-2020,27,130851
05-01-2020,30,130881
06-01-2020,41,130922
07-01-2020,41,130963
08-01-2020,44,131007
09-01-2020,58,131065
10-01-2020,50,131115
11-01-2020,28,131143
12-01-2020,27,131170
13-01-2020,44,131214
14-01-2020,37,131251
15-01-2020,43,131294
16-01-2020,43,131337
17-01-2020,39,131376
18-01-2020,22,131398
19-01-2020,34,131432
20-01-2020,28,131460
21-01-2020,39,131499
22-01-2020,33,131532
23-01-2020,29,131561
24-01-2020,26,131587
25-01-2020,25,131612
26-01-2020,26,131638
27-01-2020,37,131675
28-01-2020,45,131720
29-01-2020,31,131751
30-01-2020,41,131792
31-01-2020,21,131813
01-02-2020,30,131843
02-02-2020,31,131874
03-02-2020,23,131897
04-02-2020,29,131926
05-02-2020,38,131964
06-02-2020,36,132000
07-02-2020,31,132031
08-02-2020,22,132053
09-02-2020,29,132082
10-02-2020,29,132111
11-02-2020,47,132158
12-02-2020,42,132200
13-02-2020,44,132244
14-02-2020,28,132272
15-02-2020,28,132300
16-02-2020,27,132327
17-02-2020,49,132376
18-02-2020,38,132414
19-02-2020,53,132467
20-02-2020,60,132527
21-02-2020,40,132567
22-02-2020,25,132592
23-02-2020,46,132638
24-02-2020,26,132664
25-02-2020,34,132698
26-02-2020,36,132734
27-02-2020,34,132768
28-02-2020,39,132807
29-02-2020,47,132854
01-03-2020,44,132898
02-03-2020,53,132951
03-03-2020,55,133006
04-03-2020,39,133045
05-03-2020,35,133080
06-03-2020,40,133120
07-03-2020,47,133167
08-03-2020,36,133203
09-03-2020,45,133248
10-03-2020,45,133293
11-03-2020,40,133333
12-03-2020,50,133383
13-03-2020,41,133424
14-03-2020,33,133457
15-03-2020,37,133494
16-03-2020,36,133530
17-03-2020,40,133570
18-03-2020,45,133615
19-03-2020,42,133657
20-03-2020,39,133696
21-03-2020,37,133733
22-03-2020,31,133764
23-03-2020,50,133814
24-03-2020,42,133856
25-03-2020,44,133900
26-03-2020,56,133956
27-03-2020,40,133996
28-03-2020,36,134032
29-03-2020,41,134073
30-03-2020,50,134123
31-03-2020,47,134170
01-04-2020,56,134226
02-04-2020,57,134283
03-04-2020,39,134322
04-04-2020,52,134374
05-04-2020,41,134415
06-04-2020,45,134460
07-04-2020,58,134518
08-04-2020,36,134554
09-04-2020,43,134597
10-04-2020,31,134628
11-04-2020,42,134670
12-04-2020,36,134706
13-04-2020,49,134755
14-04-2020,60,134815
15-04-2020,53,134868
16-04-2020,47,134915
17-04-2020,44,134959
18-04-2020,39,134998
19-04-2020,37,135035
20-04-2020,53,135088
21-04-2020,51,135139
22-04-2020,31,135170
23-04-2020,37,135207
24-04-2020,49,135256
25-04-2020,39,135295
26-04-2020,43,135338
27-04-2020,45,135383
28-04-2020,41,135424
29-04-2020,44,135468
30-04-2020,47,135515
01-05-2020,36,135551
02-05-2020,30,135581
03-05-2020,36,135617
04-05-2020,43,135660
05-05-2020,36,135696
06-05-2020,44,135740
07-05-2020,47,135787
08-05-2020,46,135833
09-05-2020,40,135873
10-05-2020,43,135916
11-05-2020,67,135983
12-05-2020,59,136042
13-05-2020,58,136100
14-05-2020,51,136151
15-05-2020,46,136197
16-05-2020,34,136231
17-05-2020,34,136265
18-05-2020,51,136316
19-05-2020,46,136362
20-05-2020,49,136411
21-05-2020,57,136468
22-05-2020,47,136515
23-05-2020,37,136552
24-05-2020,43,136595
25-05-2020,54,136649
26-05-2020,44,136693
27-05-2020,57,136750
28-05-2020,33,136783
29-05-2020,50,136833
30-05-2020,40,136873
31-05-2020,33,136906
01-06-2020,46,136952
02-06-2020,54,137006
03-06-2020,47,137053
04-06-2020,46,137099
05-06-2020,46,137145
06-06-2020,32,137177
07-06-2020,33,137210
08-06-2020,32,137242
09-06-2020,48,137290
10-06-2020,44,137334
11-06-2020,41,137375
12-06-2020,55,137430
13-06-2020,29,137459
14-06-2020,34,137493
15-06-2020,46,137539
16-06-2020,51,137590
17-06-2020,44,137634
18-06-2020,33,137667
19-06-2020,44,137711
20-06-2020,30,137741
21-06-2020,30,137771
22-06-2020,40,137811
23-06-2020,45,137856
24-06-2020,29,137885
25-06-2020,34,137919
26-06-2020,31,137950
27-06-2020,22,137972
28-06-2020,41,138013
29-06-2020,39,138052
30-06-2020,36,138088
01-07-2020,52,138140
02-07-2020,46,138186
03-07-2020,39,138225
04-07-2020,25,138250
05-07-2020,25,138275
06-07-2020,36,138311
07-07-2020,51,138362
08-07-2020,39,138401
09-07-2020,33,138434
10-07-2020,35,138469
11-07-2020,35,138504
12-07-2020,29,138533
13-07-2020,29,138562
14-07-2020,38,138600
15-07-2020,32,138632
16-07-2020,46,138678
17-07-2020,31,138709
18-07-2020,35,138744
19-07-2020,36,138780
20-07-2020,26,138806
21-07-2020,59,138865
22-07-2020,58,138923
23-07-2020,45,138968
24-07-2020,54,139022
25-07-2020,22,139044
26-07-2020,23,139067
27-07-2020,41,139108
28-07-2020,42,139150
29-07-2020,52,139202
30-07-2020,51,139253
31-07-2020,43,139296
01-08-2020,31,139327
02-08-2020,18,139345
03-08-2020,50,139395
04-08-2020,42,139437
05-08-2020,44,139481
06-08-2020,43,139524
07-08-2020,33,139557
08-08-2020,28,139585
09-08-2020,39,139624
10-08-2020,44,139668
11-08-2020,46,139714
12-08-2020,38,139752
13-08-2020,47,139799
14-08-2020,42,139841
15-08-2020,33,139874
16-08-2020,26,139900
17-08-2020,31,139931
18-08-2020,37,139968
19-08-2020,32,140000
20-08-2020,36,140036
21-08-2020,42,140078
22-08-2020,20,140098
23-08-2020,16,140114
24-08-2020,25,140139
25-08-2020,46,140185
26-08-2020,48,140233
27-08-2020,40,140273
28-08-2020,29,140302
29-08-2020,25,140327
30-08-2020,25,140352
31-08-2020,27,140379
01-09-2020,28,140407
02-09-2020,42,140449
03-09-2020,34,140483
04-09-2020,24,140507
05-09-2020,38,140545
06-09-2020,33,140578
07-09-2020,27,140605
08-09-2020,47,140652
09-09-2020,36,140688
10-09-2020,35,140723
11-09-2020,34,140757
12-09-2020,21,140778
13-09-2020,29,140807
14-09-2020,32,140839
15-09-2020,40,140879
16-09-2020,36,140915
17-09-2020,39,140954
18-09-2020,39,140993
19-09-2020,24,141017
20-09-2020,30,141047
21-09-2020,40,141087
22-09-2020,46,141133
23-09-2020,40,141173
24-09-2020,45,141218
25-09-2020,32,141250
26-09-2020,24,141274
27-09-2020,31,141305
28-09-2020,35,141340
29-09-2020,33,141373
30-09-2020,32,141405
01-10-2020,31,141436
02-10-2020,19,141455
03-10-2020,18,141473
04-10-2020,24,141497
05-10-2020,28,141525
06-10-2020,30,141555
07-10-2020,28,141583
08-10-2020,34,141617
09-10-2020,38,141655
10-10-2020,30,141685
11-10-2020,29,141714
12-10-2020,33,141747
13-10-2020,40,141787
14-10-2020,51,141838
15-10-2020,35,141873
16-10-2020,36,141909
17-10-2020,28,141937
18-10-2020,30,141967
19-10-2020,31,141998
20-10-2020,33,142031
21-10-2020,36,142067
22-10-2020,26,142093
23-10-2020,33,142126
24-10-2020,21,142147
25-10-2020,20,142167
26-10-2020,48,142215
27-10-2020,33,142248
28-10-2020,34,142282
29-10-2020,46,142328
30-10-2020,40,142368
31-10-2020,31,142399
01-11-2020,22,142421
02-11-2020,36,142457
03-11-2020,37,142494
04-11-2020,34,142528
05-11-2020,35,142563
06-11-2020,31,142594
07-11-2020,24,142618
08-11-2020,18,142636
09-11-2020,33,142669
10-11-2020,41,142710
11-11-2020,40,142750
12-11-2020,41,142791
13-11-2020,32,142823
14-11-2020,23,142846
15-11-2020,23,142869
16-11-2020,37,142906
17-11-2020,42,142948
18-11-2020,40,142988
19-11-2020,41,143029
20-11-2020,103,143132
21-11-2020,108,143240
22-11-2020,129,143369
23-11-2020,85,143454
24-11-2020,47,143501
25-11-2020,35,143536
26-11-2020,31,143567
27-11-2020,39,143606
28-11-2020,32,143638
29-11-2020,39,143677
30-11-2020,41,143718
01-12-2020,33,143751
02-12-2020,40,143791
03-12-2020,38,143829
04-12-2020,33,143862
05-12-2020,26,143888
06-12-2020,16,143904
07-12-2020,39,143943
08-12-2020,51,143994
09-12-2020,112,144106
10-12-2020,70,144176
11-12-2020,33,144209
12-12-2020,28,144237
13-12-2020,36,144273
14-12-2020,51,144324
15-12-2020,46,144370
16-12-2020,25,144395
17-12-2020,44,144439
18-12-2020,37,144476
19-12-2020,28,144504
20-12-2020,39,144543
21-12-2020,35,144578
22-12-2020,37,144615
23-12-2020,30,144645
24-12-2020,36,144681
25-12-2020,29,144710
26-12-2020,26,144736
27-12-2020,31,144767
28-12-2020,39,144806
29-12-2020,42,144848
30-12-2020,35,144883
31-12-2020,25,144908
01-01-2021,25,144933
02-01-2021,26,144959
03-01-2021,28,144987
04-01-2021,36,145023
05-01-2021,41,145064
06-01-2021,22,145086
07-01-2021,27,145113
08-01-2021,37,145150
09-01-2021,28,145178
10-01-2021,20,145198
11-01-2021,37,145235
12-01-2021,50,145285
13-01-2021,35,145320
14-01-2021,30,145350
15-01-2021,26,145376
16-01-2021,34,145410
17-01-2021,18,145428
18-01-2021,30,145458
19-01-2021,39,145497
20-01-2021,38,145535
21-01-2021,43,145578
22-01-2021,41,145619
23-01-2021,24,145643
24-01-2021,18,145661
25-01-2021,37,145698
26-01-2021,40,145738
27-01-2021,41,145779
28-01-2021,29,145808
29-01-2021,34,145842
30-01-2021,23,145865
31-01-2021,32,145897
01-02-2021,30,145927
02-02-2021,29,145956
03-02-2021,42,145998
04-02-2021,30,146028
05-02-2021,30,146058
06-02-2021,23,146081
07-02-2021,32,146113
08-02-2021,30,146143
09-02-2021,35,146178
10-02-2021,38,146216
11-02-2021,27,146243
12-02-2021,22,146265
13-02-2021,31,146296
14-02-2021,17,146313
15-02-2021,21,146334
16-02-2021,26,146360
17-02-2021,38,146398
18-02-2021,40,146438
19-02-2021,36,146474
20-02-2021,25,146499
21-02-2021,22,146521
22-02-2021,37,146558
23-02-2021,37,146595
24-02-2021,30,146625
25-02-2021,30,146655
26-02-2021,24,146679
27-02-2021,31,146710
28-02-2021,28,146738
01-03-2021,42,146780
02-03-2021,37,146817
03-03-2021,37,146854
04-03-2021,37,146891
05-03-2021,34,146925
06-03-2021,24,146949
07-03-2021,30,146979
08-03-2021,40,147019
09-03-2021,43,147062
10-03-2021,32,147094
11-03-2021,35,147129
12-03-2021,25,147154
13-03-2021,25,147179
14-03-2021,31,147210
15-03-2021,28,147238
16-03-2021,24,147262
17-03-2021,39,147301
18-03-2021,41,147342
19-03-2021,42,147384
20-03-2021,26,147410
21-03-2021,23,147433
22-03-2021,35,147468
23-03-2021,34,147502
24-03-2021,31,147533
25-03-2021,32,147565
26-03-2021,34,147599
27-03-2021,41,147640
28-03-2021,29,147669
29-03-2021,28,147697
30-03-2021,35,147732
31-03-2021,38,147770
01-04-2021,45,147815
02-04-2021,29,147844
03-04-2021,29,147873
04-04-2021,21,147894
05-04-2021,24,147918
06-04-2021,34,147952
07-04-2021,50,148002
08-04-2021,28,148030
09-04-2021,31,148061
10-04-2021,21,148082
11-04-2021,22,148104
12-04-2021,35,148139
13-04-2021,44,148183
14-04-2021,46,148229
15-04-2021,40,148269
16-04-2021,28,148297
17-04-2021,24,148321
18-04-2021,25,148346
19-04-2021,30,148376
20-04-2021,39,148415
21-04-2021,31,148446
22-04-2021,42,148488
23-04-2021,30,148518
24-04-2021,33,148551
25-04-2021,39,148590
26-04-2021,34,148624
27-04-2021,33,148657
28-04-2021,47,148704
29-04-2021,130,148834
30-04-2021,63,148897
01-05-2021,32,148929
02-05-2021,18,148947
03-05-2021,32,148979
04-05-2021,23,149002
05-05-2021,19,149021
06-05-2021,25,149046
07-05-2021,28,149074
08-05-2021,23,149097
09-05-2021,19,149116
10-05-2021,28,149144
11-05-2021,38,149182
12-05-2021,28,149210
13-05-2021,28,149238
14-05-2021,34,149272
15-05-2021,24,149296
16-05-2021,22,149318
17-05-2021,36,149354
18-05-2021,34,149388
19-05-2021,27,149415
20-05-2021,33,149448
21-05-2021,36,149484
22-05-2021,21,149505
23-05-2021,21,149526
24-05-2021,32,149558
25-05-2021,48,149606
26-05-2021,49,149655
27-05-2021,41,149696
28-05-2021,29,149725
29-05-2021,16,149741
30-05-2021,29,149770
31-05-2021,27,149797
01-06-2021,28,149825
02-06-2021,41,149866
03-06-2021,36,149902
04-06-2021,32,149934
05-06-2021,19,149953
06-06-2021,14,149967
07-06-2021,28,149995
08-06-2021,38,150033
09-06-2021,35,150068
10-06-2021,40,150108
11-06-2021,33,150141
12-06-2021,100,150241
13-06-2021,61,150302
14-06-2021,23,150325
15-06-2021,34,150359
16-06-2021,37,150396
17-06-2021,42,150438
18-06-2021,23,150461
19-06-2021,20,150481
20-06-2021,12,150493
21-06-2021,34,150527
22-06-2021,29,150556
23-06-2021,34,150590
24-06-2021,26,150616
25-06-2021,31,150647
26-06-2021,13,150660
27-06-2021,20,150680
28-06-2021,33,150713
29-06-2021,26,150739
30-06-2021,39,150778
01-07-2021,44,150822
02-07-2021,27,150849
03-07-2021,30,150879
04-07-2021,22,150901
05-07-2021,28,150929
06-07-2021,28,150957
07-07-2021,35,150992
08-07-2021,30,151022
09-07-2021,38,151060
10-07-2021,29,151089
11-07-2021,21,151110
12-07-2021,31,151141
13-07-2021,25,151166
14-07-2021,29,151195
15-07-2021,28,151223
16-07-2021,26,151249
17-07-2021,27,151276
18-07-2021,19,151295
19-07-2021,40,151335
20-07-2021,49,151384
21-07-2021,23,151407
22-07-2021,47,151454
23-07-2021,28,151482
24-07-2021,24,151506
25-07-2021,30,151536
26-07-2021,23,151559
27-07-2021,23,151582
28-07-2021,34,151616
29-07-2021,31,151647
30-07-2021,26,151673
31-07-2021,26,151699
01-08-2021,17,151716
02-08-2021,29,151745
03-08-2021,31,151776
04-08-2021,34,151810
05-08-2021,24,151834
06-08-2021,21,151855
07-08-2021,19,151874
08-08-2021,21,151895
09-08-2021,24,151919
10-08-2021,46,151965
11-08-2021,36,152001
12-08-2021,94,152095
13-08-2021,69,152164
14-08-2021,76,152240
15-08-2021,61,152301
16-08-2021,35,152336
17-08-2021,23,152359
18-08-2021,38,152397
19-08-2021,22,152419
20-08-2021,22,152441
21-08-2021,25,152466
22-08-2021,16,152482
23-08-2021,18,152500
24-08-2021,30,152530
25-08-2021,31,152561
26-08-2021,38,152599
27-08-2021,17,152616
28-08-2021,31,152647
29-08-2021,24,152671
30-08-2021,41,152712
31-08-2021,19,152731
01-09-2021,26,152757
02-09-2021,25,152782
03-09-2021,24,152806
04-09-2021,21,152827
05-09-2021,16,152843
06-09-2021,27,152870
07-09-2021,27,152897
08-09-2021,36,152933
09-09-2021,29,152962
10-09-2021,20,152982
11-09-2021,30,153012
12-09-2021,14,153026
13-09-2021,32,153058
14-09-2021,29,153087
15-09-2021,22,153109
16-09-2021,42,153151
17-09-2021,23,153174
18-09-2021,24,153198
19-09-2021,18,153216
20-09-2021,23,153239
21-09-2021,22,153261
22-09-2021,28,153289
23-09-2021,32,153321
24-09-2021,31,153352
25-09-2021,24,153376
26-09-2021,20,153396
27-09-2021,30,153426
28-09-2021,35,153461
29-09-2021,35,153496
30-09-2021,34,153530
01-10-2021,18,153548
02-10-2021,27,153575
03-10-2021,23,153598
04-10-2021,25,153623
05-10-2021,23,153646
06-10-2021,29,153675
07-10-2021,23,153698
08-10-2021,27,153725
09-10-2021,27,153752
10-10-2021,17,153769
11-10-2021,29,153798
12-10-2021,47,153845
13-10-2021,88,153933
14-10-2021,67,154000
15-10-2021,27,154027
16-10-2021,18,154045
17-10-2021,8,154053
18-10-2021,29,154082
19-10-2021,31,154113
20-10-2021,23,154136
21-10-2021,27,154163
22-10-2021,36,154199
23-10-2021,16,154215
24-10-2021,28,154243
25-10-2021,27,154270
26-10-2021,36,154306
27-10-2021,26,154332
28-10-2021,33,154365
29-10-2021,33,154398
30-10-2021,18,154416
31-10-2021,25,154441
01-11-2021,34,154475
02-11-2021,30,154505
03-11-2021,31,154536
04-11-2021,26,154562
05-11-2021,50,154612
06-11-2021,21,154633
07-11-2021,19,154652
08-11-2021,24,154676
09-11-2021,31,154707
10-11-2021,26,154733
11-11-2021,19,154752
12-11-2021,24,154776
13-11-2021,20,154796
14-11-2021,20,154816
15-11-2021,39,154855
16-11-2021,31,154886
17-11-2021,37,154923
18-11-2021,37,154960
19-11-2021,42,155002
20-11-2021,20,155022
21-11-2021,17,155039
22-11-2021,21,155060
23-11-2021,28,155088
24-11-2021,38,155126
25-11-2021,26,155152
26-11-2021,22,155174
27-11-2021,20,155194
28-11-2021,15,155209
29-11-2021,26,155235
30-11-2021,30,155265
01-12-2021,30,155295
02-12-2021,28,155323
03-12-2021,31,155354
04-12-2021,19,155373
05-12-2021,16,155389
06-12-2021,34,155423
07-12-2021,27,155450
08-12-2021,31,155481
09-12-2021,35,155516
10-12-2021,30,155546
11-12-2021,21,155567
12-12-2021,23,155590
13-12-2021,28,155618
14-12-2021,22,155640
15-12-2021,23,155663
16-12-2021,37,155700
17-12-2021,37,155737
18-12-2021,28,155765
19-12-2021,12,155777
20-12-2021,25,155802
21-12-2021,36,155838
22-12-2021,21,155859
23-12-2021,26,155885
24-12-2021,24,155909
25-12-2021,20,155929
26-12-2021,18,155947
27-12-2021,27,155974
28-12-2021,25,155999
29-12-2021,24,156023
30-12-2021,39,156062
31-12-2021,28,156090
01-01-2022,18,156108
02-01-2022,14,156122
03-01-2022,26,156148
04-01-2022,30,156178
05-01-2022,29,156207
06-01-2022,22,156229
07-01-2022,75,156304
08-01-2022,87,156391
09-01-2022,74,156465
10-01-2022,42,156507
11-01-2022,38,156545
12-01-2022,45,156590
13-01-2022,35,156625
14-01-2022,39,156664
15-01-2022,28,156692
16-01-2022,19,156711
17-01-2022,25,156736
18-01-2022,31,156767
19-01-2022,30,156797
20-01-2022,23,156820
21-01-2022,23,156843
22-01-2022,36,156879
23-01-2022,27,156906
24-01-2022,32,156938
25-01-2022,37,156975
26-01-2022,58,157033
27-01-2022,93,157126
28-01-2022,70,157196
29-01-2022,26,157222
30-01-2022,32,157254
31-01-2022,21,157275
01-02-2022,34,157309
02-02-2022,29,157338
03-02-2022,21,157359
04-02-2022,34,157393
05-02-2022,29,157422
06-02-2022,23,157445
07-02-2022,33,157478
08-02-2022,30,157508
09-02-2022,40,157548
10-02-2022,26,157574
11-02-2022,28,157602
12-02-2022,23,157625
13-02-2022,23,157648
14-02-2022,27,157675
15-02-2022,27,157702
16-02-2022,34,157736
17-02-2022,34,157770
18-02-2022,26,157796
19-02-2022,19,157815
20-02-2022,13,157828
21-02-2022,29,157857
22-02-2022,32,157889
23-02-2022,34,157923
24-02-2022,23,157946
25-02-2022,34,157980
26-02-2022,16,157996
27-02-2022,28,158024
28-02-2022,29,158053
01-03-2022,38,158091
02-03-2022,30,158121
03-03-2022,45,158166
04-03-2022,32,158198
05-03-2022,23,158221
06-03-2022,32,158253
07-03-2022,27,158280
08-03-2022,35,158315
09-03-2022,36,158351
10-03-2022,33,158384
11-03-2022,25,158409
12-03-2022,23,158432
13-03-2022,26,158458
14-03-2022,40,158498
15-03-2022,43,158541
16-03-2022,22,158563
17-03-2022,28,158591
18-03-2022,24,158615
19-03-2022,34,158649
20-03-2022,26,158675
21-03-2022,30,158705
22-03-2022,37,158742
23-03-2022,29,158771
24-03-2022,30,158801
25-03-2022,20,158821
26-03-2022,18,158839
27-03-2022,31,158870
28-03-2022,34,158904
29-03-2022,43,158947
30-03-2022,32,158979
31-03-2022,38,159017
01-04-2022,28,159045
02-04-2022,23,159068
03-04-2022,18,159086
04-04-2022,20,159106
05-04-2022,29,159135
06-04-2022,29,159164
07-04-2022,33,159197
08-04-2022,31,159228
09-04-2022,26,159254
10-04-2022,20,159274
11-04-2022,28,159302
12-04-2022,20,159322
13-04-2022,35,159357
14-04-2022,25,159382
15-04-2022,27,159409
16-04-2022,35,159444
17-04-2022,37,159481
18-04-2022,18,159499
19-04-2022,42,159541
20-04-2022,27,159568
21-04-2022,12,159580
22-04-2022,22,159602
23-04-2022,23,159625
24-04-2022,32,159657
25-04-2022,30,159687
26-04-2022,32,159719
27-04-2022,34,159753
28-04-2022,34,159787
29-04-2022,24,159811
30-04-2022,22,159833
01-05-2022,35,159868
02-05-2022,35,159903
03-05-2022,29,159932
04-05-2022,27,159959
05-05-2022,27,159986
06-05-2022,29,160015
07-05-2022,30,160045
08-05-2022,25,160070
09-05-2022,37,160107
10-05-2022,32,160139
11-05-2022,28,160167
12-05-2022,30,160197
13-05-2022,23,160220
14-05-2022,22,160242
15-05-2022,30,160272
16-05-2022,27,160299
17-05-2022,37,160336
18-05-2022,26,160362
19-05-2022,18,160380
20-05-2022,30,160410
21-05-2022,19,160429
22-05-2022,22,160451
23-05-2022,35,160486
24-05-2022,42,160528
25-05-2022,77,160605
26-05-2022,76,160681
27-05-2022,18,160699
28-05-2022,17,160716
29-05-2022,27,160743
30-05-2022,27,160770
31-05-2022,26,160796
01-06-2022,34,160830
02-06-2022,28,160858
03-06-2022,18,160876
04-06-2022,19,160895
05-06-2022,18,160913
06-06-2022,26,160939
07-06-2022,27,160966
08-06-2022,32,160998
09-06-2022,35,161033
10-06-2022,29,161062
11-06-2022,62,161124
12-06-2022,47,161171
13-06-2022,16,161187
14-06-2022,30,161217
15-06-2022,23,161240
16-06-2022,30,161270
17-06-2022,25,161295
18-06-2022,25,161320
19-06-2022,27,161347
20-06-2022,41,161388
21-06-2022,44,161432
22-06-2022,26,161458
23-06-2022,23,161481
24-06-2022,31,161512
25-06-2022,23,161535
26-06-2022,20,161555
27-06-2022,33,161588
28-06-2022,28,161616
29-06-2022,35,161651
30-06-2022,34,161685
01-07-2022,30,161715
02-07-2022,36,161751
03-07-2022,21,161772
04-07-2022,22,161794
05-07-2022,25,161819
06-07-2022,22,161841
07-07-2022,23,161864
08-07-2022,30,161894
09-07-2022,25,161919
10-07-2022,17,161936
11-07-2022,36,161972
12-07-2022,31,162003
13-07-2022,32,162035
14-07-2022,34,162069
15-07-2022,25,162094
16-07-2022,19,162113
17-07-2022,23,162136
18-07-2022,27,162163
19-07-2022,33,162196
20-07-2022,28,162224
21-07-2022,25,162249
22-07-2022,30,162279
23-07-2022,22,162301
24-07-2022,15,162316
25-07-2022,39,162355
26-07-2022,25,162380
27-07-2022,37,162417
28-07-2022,45,162462
29-07-2022,38,162500
30-07-2022,25,162525
31-07-2022,26,162551
01-08-2022,29,162580
02-08-2022,23,162603
03-08-2022,30,162633
04-08-2022,36,162669
05-08-2022,35,162704
06-08-2022,21,162725
07-08-2022,28,162753
08-08-2022,29,162782
09-08-2022,26,162808
10-08-2022,35,162843
11-08-2022,26,162869
12-08-2022,30,162899
13-08-2022,23,162922
14-08-2022,26,162948
15-08-2022,30,162978
16-08-2022,26,163004
17-08-2022,32,163036
18-08-2022,25,163061
19-08-2022,33,163094
20-08-2022,23,163117
21-08-2022,18,163135
22-08-2022,29,163164
23-08-2022,28,163192
24-08-2022,33,163225
25-08-2022,27,163252
26-08-2022,26,163278
27-08-2022,29,163307
28-08-2022,17,163324
29-08-2022,36,163360
30-08-2022,22,163382
31-08-2022,25,163407
01-09-2022,30,163437
02-09-2022,32,163469
03-09-2022,17,163486
04-09-2022,22,163508
05-09-2022,16,163524
06-09-2022,39,163563
07-09-2022,27,163590
08-09-2022,26,163616
09-09-2022,20,163636
10-09-2022,17,163653
11-09-2022,20,163673
12-09-2022,25,163698
13-09-2022,23,163721
14-09-2022,23,163744
15-09-2022,33,163777
16-09-2022,31,163808
17-09-2022,17,163825
18-09-2022,22,163847
19-09-2022,29,163876
20-09-2022,23,163899
21-09-2022,26,163925
22-09-2022,24,163949
23-09-2022,27,163976
24-09-2022,18,163994
25-09-2022,23,164017
26-09-2022,33,164050
27-09-2022,26,164076
28-09-2022,38,164114
29-09-2022,32,164146
30-09-2022,28,164174
01-10-2022,16,164190
02-10-2022,26,164216
03-10-2022,23,164239
04-10-2022,25,164264
05-10-2022,24,164288
06-10-2022,27,164315
07-10-2022,29,164344
08-10-2022,19,164363
09-10-2022,34,164397
10-10-2022,23,164420
11-10-2022,36,164456
12-10-2022,29,164485
13-10-2022,27,164512
14-10-2022,20,164532
15-10-2022,17,164549
16-10-2022,11,164560
17-10-2022,22,164582
18-10-2022,21,164603
19-10-2022,24,164627
20-10-2022,39,164666
21-10-2022,37,164703
22-10-2022,17,164720
23-10-2022,32,164752
24-10-2022,34,164786
25-10-2022,29,164815
26-10-2022,25,164840
27-10-2022,31,164871
28-10-2022,26,164897
29-10-2022,23,164920
30-10-2022,30,164950
31-10-2022,27,164977
01-11-2022,35,165012
02-11-2022,31,165043
03-11-2022,33,165076
04-11-2022,27,165103
05-11-2022,26,165129
06-11-2022,14,165143
07-11-2022,37,165180
08-11-2022,25,165205
09-11-2022,31,165236
10-11-2022,29,165265
11-11-2022,29,165294
12-11-2022,21,165315
13-11-2022,14,165329
14-11-2022,23,165352
15-11-2022,29,165381
16-11-2022,33,165414
17-11-2022,30,165444
18-11-2022,22,165466
19-11-2022,20,165486
20-11-2022,31,165517
21-11-2022,24,165541
22-11-2022,31,165572
23-11-2022,38,165610
24-11-2022,22,165632
25-11-2022,24,165656
26-11-2022,11,165667
27-11-2022,26,165693
28-11-2022,23,165716
29-11-2022,25,165741
30-11-2022,29,165770
01-12-2022,29,165799
02-12-2022,25,165824
03-12-2022,18,165842
04-12-2022,18,165860
05-12-2022,34,165894
06-12-2022,23,165917
07-12-2022,20,165937
08-12-2022,23,165960
09-12-2022,18,165978
10-12-2022,14,165992
11-12-2022,21,166013
12-12-2022,23,166036
13-12-2022,28,166064
14-12-2022,27,166091
15-12-2022,42,166133
16-12-2022,18,166151
17-12-2022,14,166165
18-12-2022,16,166181
19-12-2022,20,166201
20-12-2022,28,166229
21-12-2022,42,166271
22-12-2022,28,166299
23-12-2022,28,166327
24-12-2022,19,166346
25-12-2022,19,166365
26-12-2022,26,166391
27-12-2022,33,166424
28-12-2022,25,166449
29-12-2022,19,166468
30-12-2022,22,166490
31-12-2022,18,166508
01-01-2023,17,166525
02-01-2023,22,166547
03-01-2023,36,166583
04-01-2023,39,166622
05-01-2023,30,166652
06-01-2023,35,166687
07-01-2023,15,166702
08-01-2023,20,166722
09-01-2023,37,166759
10-01-2023,37,166796
11-01-2023,32,166828
12-01-2023,35,166863
13-01-2023,41,166904
14-01-2023,29,166933
15-01-2023,26,166959
16-01-2023,26,166985
17-01-2023,44,167029
18-01-2023,24,167053
19-01-2023,27,167080
20-01-2023,34,167114
21-01-2023,36,167150
22-01-2023,22,167172
23-01-2023,30,167202
24-01-2023,28,167230
25-01-2023,17,167247
26-01-2023,28,167275
27-01-2023,19,167294
28-01-2023,20,167314
29-01-2023,32,167346
30-01-2023,24,167370
31-01-2023,24,167394
01-02-2023,33,167427
02-02-2023,38,167465
03-02-2023,35,167500
04-02-2023,37,167537
05-02-2023,30,167567
06-02-2023,33,167600
07-02-2023,52,167652
08-02-2023,22,167674
09-02-2023,33,167707
10-02-2023,29,167736
11-02-2023,36,167772
12-02-2023,35,167807
13-02-2023,28,167835
14-02-2023,45,167880
15-02-2023,30,167910
16-02-2023,56,167966
17-02-2023,25,167991
18-02-2023,29,168020
19-02-2023,36,168056
20-02-2023,35,168091
21-02-2023,30,168121
22-02-2023,29,168150
23-02-2023,38,168188
24-02-2023,44,168232
25-02-2023,68,168300
26-02-2023,57,168357
27-02-2023,45,168402
28-02-2023,47,168449
