date,day-stars,total-stars
01-03-2023,40,168489
02-03-2023,35,168524
03-03-2023,28,168552
04-03-2023,29,168581
05-03-2023,31,168612
06-03-2023,40,168652
07-03-2023,39,168691
08-03-2023,38,168729
09-03-2023,53,168782
10-03-2023,44,168826
11-03-2023,25,168851
12-03-2023,29,168880
13-03-2023,24,168904
14-03-2023,36,168940
15-03-2023,35,168975
16-03-2023,40,169015
17-03-2023,38,169053
18-03-2023,31,169084
19-03-2023,40,169124
20-03-2023,38,169162
21-03-2023,42,169204
22-03-2023,34,169238
23-03-2023,49,169287
24-03-2023,41,169328
25-03-2023,39,169367
26-03-2023,30,169397
27-03-2023,48,169445
28-03-2023,50,169495
29-03-2023,43,169538
30-03-2023,42,169580
31-03-2023,50,169630
01-04-2023,60,169690
02-04-2023,95,169785
03-04-2023,106,169891
04-04-2023,68,169959
05-04-2023,52,170011
06-04-2023,55,170066
07-04-2023,51,170117
08-04-2023,39,170156
09-04-2023,32,170188
10-04-2023,53,170241
11-04-2023,43,170284
12-04-2023,49,170333
13-04-2023,57,170390
14-04-2023,40,170430
15-04-2023,38,170468
16-04-2023,37,170505
17-04-2023,46,170551
18-04-2023,41,170592
19-04-2023,46,170638
20-04-2023,36,170674
21-04-2023,38,170712
22-04-2023,38,170750
23-04-2023,41,170791
24-04-2023,40,170831
25-04-2023,59,170890
26-04-2023,38,170928
27-04-2023,45,170973
28-04-2023,42,171015
29-04-2023,34,171049
30-04-2023,26,171075
01-05-2023,31,171106
02-05-2023,35,171141
03-05-2023,50,171191
04-05-2023,50,171241
05-05-2023,70,171311
06-05-2023,66,171377
07-05-2023,32,171409
08-05-2023,45,171454
09-05-2023,43,171497
10-05-2023,57,171554
11-05-2023,64,171618
12-05-2023,32,171650
13-05-2023,37,171687
14-05-2023,39,171726
15-05-2023,53,171779
16-05-2023,46,171825
17-05-2023,46,171871
18-05-2023,47,171918
19-05-2023,45,171963
20-05-2023,43,172006
21-05-2023,31,172037
22-05-2023,50,172087
23-05-2023,57,172144
24-05-2023,54,172198
25-05-2023,38,172236
26-05-2023,42,172278
27-05-2023,41,172319
28-05-2023,47,172366
29-05-2023,49,172415
30-05-2023,56,172471
31-05-2023,36,172507
01-06-2023,45,172552
02-06-2023,35,172587
03-06-2023,21,172608
04-06-2023,28,172636
05-06-2023,35,172671
06-06-2023,34,172705
07-06-2023,22,172727
08-06-2023,46,172773
09-06-2023,27,172800
10-06-2023,37,172837
11-06-2023,24,172861
12-06-2023,35,172896
13-06-2023,32,172928
14-06-2023,41,172969
15-06-2023,35,173004
16-06-2023,21,173025
17-06-2023,24,173049
18-06-2023,20,173069
19-06-2023,21,173090
20-06-2023,22,173112
21-06-2023,29,173141
22-06-2023,27,173168
23-06-2023,22,173190
24-06-2023,21,173211
25-06-2023,29,173240
26-06-2023,25,173265
27-06-2023,24,173289
28-06-2023,24,173313
29-06-2023,26,173339
30-06-2023,23,173362
01-07-2023,20,173382
02-07-2023,34,173416
03-07-2023,43,173459
04-07-2023,46,173505
05-07-2023,28,173533
06-07-2023,27,173560
07-07-2023,31,173591
08-07-2023,22,173613
09-07-2023,25,173638
10-07-2023,39,173677
11-07-2023,32,173709
12-07-2023,41,173750
13-07-2023,37,173787
14-07-2023,41,173828
15-07-2023,27,173855
16-07-2023,34,173889
17-07-2023,30,173919
18-07-2023,37,173956
19-07-2023,25,173981
20-07-2023,30,174011
21-07-2023,19,174030
22-07-2023,34,174064
23-07-2023,23,174087
24-07-2023,22,174109
25-07-2023,35,174144
26-07-2023,23,174167
27-07-2023,39,174206
28-07-2023,35,174241
29-07-2023,27,174268
30-07-2023,28,174296
31-07-2023,36,174332
01-08-2023,27,174359
02-08-2023,38,174397
03-08-2023,36,174433
04-08-2023,30,174463
05-08-2023,28,174491
06-08-2023,27,174518
07-08-2023,35,174553
08-08-2023,33,174586
09-08-2023,34,174620
10-08-2023,34,174654
11-08-2023,33,174687
12-08-2023,26,174713
13-08-2023,22,174735
14-08-2023,36,174771
15-08-2023,32,174803
16-08-2023,34,174837
17-08-2023,29,174866
18-08-2023,27,174893
19-08-2023,44,174937
20-08-2023,25,174962
21-08-2023,26,174988
22-08-2023,32,175020
23-08-2023,29,175049
24-08-2023,29,175078
25-08-2023,30,175108
26-08-2023,17,175125
27-08-2023,22,175147
28-08-2023,24,175171
29-08-2023,28,175199
30-08-2023,27,175226
31-08-2023,30,175256
01-09-2023,31,175287
02-09-2023,42,175329
03-09-2023,37,175366
04-09-2023,39,175405
05-09-2023,26,175431
06-09-2023,26,175457
07-09-2023,31,175488
08-09-2023,19,175507
09-09-2023,22,175529
10-09-2023,24,175553
11-09-2023,19,175572
12-09-2023,34,175606
13-09-2023,35,175641
14-09-2023,34,175675
15-09-2023,30,175705
16-09-2023,28,175733
17-09-2023,27,175760
18-09-2023,26,175786
19-09-2023,24,175810
20-09-2023,31,175841
21-09-2023,35,175876
22-09-2023,15,175891
23-09-2023,25,175916
24-09-2023,19,175935
25-09-2023,22,175957
26-09-2023,30,175987
27-09-2023,28,176015
28-09-2023,31,176046
29-09-2023,17,176063
30-09-2023,21,176084
01-10-2023,27,176111
02-10-2023,40,176151
03-10-2023,29,176180
04-10-2023,23,176203
05-10-2023,23,176226
06-10-2023,56,176282
07-10-2023,79,176361
08-10-2023,62,176423
09-10-2023,23,176446
10-10-2023,26,176472
11-10-2023,26,176498
12-10-2023,22,176520
13-10-2023,32,176552
14-10-2023,19,176571
15-10-2023,23,176594
16-10-2023,18,176612
17-10-2023,22,176634
18-10-2023,21,176655
19-10-2023,31,176686
20-10-2023,27,176713
21-10-2023,23,176736
22-10-2023,26,176762
23-10-2023,29,176791
24-10-2023,26,176817
25-10-2023,27,176844
26-10-2023,29,176873
27-10-2023,22,176895
28-10-2023,15,176910
29-10-2023,24,176934
30-10-2023,25,176959
31-10-2023,22,176981
01-11-2023,30,177011
02-11-2023,35,177046
03-11-2023,30,177076
04-11-2023,24,177100
05-11-2023,19,177119
06-11-2023,24,177143
07-11-2023,33,177176
08-11-2023,35,177211
09-11-2023,31,177242
10-11-2023,26,177268
11-11-2023,38,177306
12-11-2023,17,177323
13-11-2023,23,177346
14-11-2023,25,177371
15-11-2023,28,177399
16-11-2023,20,177419
17-11-2023,28,177447
18-11-2023,19,177466
19-11-2023,20,177486
20-11-2023,35,177521
21-11-2023,26,177547
22-11-2023,32,177579
23-11-2023,27,177606
24-11-2023,25,177631
25-11-2023,26,177657
26-11-2023,26,177683
27-11-2023,27,177710
28-11-2023,36,177746
29-11-2023,32,177778
30-11-2023,41,177819
01-12-2023,29,177848
02-12-2023,25,177873
03-12-2023,29,177902
04-12-2023,33,177935
05-12-2023,26,177961
06-12-2023,29,177990
07-12-2023,32,178022
08-12-2023,26,178048
09-12-2023,23,178071
10-12-2023,23,178094
11-12-2023,20,178114
12-12-2023,33,178147
13-12-2023,29,178176
14-12-2023,33,178209
15-12-2023,22,178231
16-12-2023,22,178253
17-12-2023,18,178271
18-12-2023,32,178303
19-12-2023,36,178339
20-12-2023,34,178373
21-12-2023,24,178397
22-12-2023,33,178430
23-12-2023,25,178455
24-12-2023,17,178472
25-12-2023,25,178497
26-12-2023,27,178524
27-12-2023,25,178549
28-12-2023,24,178573
29-12-2023,39,178612
30-12-2023,18,178630
31-12-2023,14,178644
01-01-2024,15,178659
02-01-2024,23,178682
03-01-2024,23,178705
04-01-2024,26,178731
05-01-2024,28,178759
06-01-2024,18,178777
07-01-2024,12,178789
08-01-2024,22,178811
09-01-2024,30,178841
10-01-2024,18,178859
11-01-2024,31,178890
12-01-2024,34,178924
13-01-2024,19,178943
14-01-2024,23,178966
15-01-2024,30,178996
16-01-2024,27,179023
17-01-2024,31,179054
18-01-2024,22,179076
19-01-2024,24,179100
20-01-2024,28,179128
21-01-2024,24,179152
22-01-2024,28,179180
23-01-2024,37,179217
24-01-2024,28,179245
25-01-2024,27,179272
26-01-2024,34,179306
27-01-2024,16,179322
28-01-2024,9,179331
29-01-2024,25,179356
30-01-2024,24,179380
31-01-2024,29,179409
01-02-2024,30,179439
02-02-2024,32,179471
03-02-2024,61,179532
04-02-2024,69,179601
05-02-2024,32,179633
06-02-2024,31,179664
07-02-2024,24,179688
08-02-2024,27,179715
09-02-2024,15,179730
10-02-2024,18,179748
11-02-2024,24,179772
12-02-2024,21,179793
13-02-2024,31,179824
14-02-2024,37,179861
15-02-2024,24,179885
16-02-2024,18,179903
17-02-2024,19,179922
18-02-2024,39,179961
19-02-2024,30,179991
20-02-2024,26,180017
21-02-2024,51,180068
22-02-2024,88,180156
23-02-2024,26,180182
24-02-2024,35,180217
25-02-2024,26,180243
26-02-2024,38,180281
27-02-2024,38,180319
28-02-2024,26,180345
29-02-2024,29,180374
01-03-2024,25,180399
02-03-2024,29,180428
03-03-2024,23,180451
04-03-2024,33,180484
05-03-2024,25,180509
06-03-2024,28,180537
07-03-2024,27,180564
08-03-2024,38,180602
09-03-2024,23,180625
10-03-2024,30,180655
11-03-2024,26,180681
12-03-2024,24,180705
13-03-2024,22,180727
14-03-2024,36,180763
15-03-2024,23,180786
16-03-2024,23,180809
17-03-2024,23,180832
18-03-2024,57,180889
19-03-2024,34,180923
20-03-2024,46,180969
21-03-2024,25,180994
22-03-2024,27,181021
23-03-2024,25,181046
24-03-2024,31,181077
25-03-2024,26,181103
26-03-2024,28,181131
27-03-2024,29,181160
28-03-2024,29,181189
29-03-2024,38,181227
30-03-2024,28,181255
31-03-2024,19,181274
01-04-2024,64,181338
02-04-2024,105,181443
03-04-2024,111,181554
04-04-2024,57,181611
05-04-2024,29,181640
06-04-2024,32,181672
07-04-2024,41,181713
08-04-2024,37,181750
09-04-2024,34,181784
10-04-2024,34,181818
11-04-2024,37,181855
12-04-2024,25,181880
13-04-2024,18,181898
14-04-2024,17,181915
15-04-2024,32,181947
16-04-2024,31,181978
17-04-2024,27,182005
18-04-2024,36,182041
19-04-2024,28,182069
20-04-2024,23,182092
21-04-2024,25,182117
22-04-2024,42,182159
23-04-2024,29,182188
24-04-2024,22,182210
25-04-2024,31,182241
26-04-2024,29,182270
27-04-2024,21,182291
28-04-2024,29,182320
29-04-2024,25,182345
30-04-2024,31,182376
01-05-2024,26,182402
02-05-2024,21,182423
03-05-2024,24,182447
04-05-2024,21,182468
05-05-2024,17,182485
06-05-2024,30,182515
07-05-2024,23,182538
08-05-2024,28,182566
09-05-2024,20,182586
10-05-2024,21,182607
11-05-2024,33,182640
12-05-2024,30,182670
13-05-2024,24,182694
14-05-2024,41,182735
15-05-2024,32,182767
16-05-2024,24,182791
17-05-2024,31,182822
18-05-2024,21,182843
19-05-2024,24,182867
20-05-2024,23,182890
21-05-2024,35,182925
22-05-2024,29,182954
23-05-2024,26,182980
24-05-2024,25,183005
25-05-2024,30,183035
26-05-2024,0,183035
